main_id,incident_id,incident_type,region_of_incident,incident_date,incident_year,reported_month,number_of_dead,minimum_estimated_number_of_missing,total_number_of_dead_and_missing,number_of_survivors,number_of_females,number_of_males,number_of_children,region_of_origin,cause_of_death,migration_route,location_of_death,information_source,coordinates,unsd_geographical_grouping,article_title,source_quality,url,lon,lat,death_cause_clean
2014.MMP00044,2014.MMP00044,Incident,Mediterranean,2014-03-17,2014,March,1.0,,1,,,,,Unknown,Vehicle accident / death linked to hazardous transport,Central Mediterranean,Mediterranean,Global post, 13 34.9797,Uncategorized,Italy arrests four suspected people smugglers,1.0,http://bit.ly/1lOxCNv,13,34.9797,Vehicle accident
2014.MMP00045,2014.MMP00045,Incident,Mediterranean,2014-03-18,2014,March,7.0,2.0,9,8.0,1.0,1.0,1.0,Western Asia,Drowning,Eastern Mediterranean,"Waters near Lesvos, Greece",Guardian, 26 39.398814,Uncategorized,Seven Syrian migrants drown off Greek coast,1.0,http://bit.ly/1qfMlCm,26,39.398814,Drowning
2014.MMP00056,2014.MMP00056,Incident,Mediterranean,2014-04-09,2014,April,1.0,0.0,1,661.0,,,,Unknown,Mixed or unknown,Central Mediterranean,Italy waters,Deutsche Welle, 14 35.1092,Uncategorized,Italy alarmed over boat migrant influx,1.0,http://bit.ly/1okLaA1,14,35.1092,Mixed or unknown
2014.MMP00062,"2014.MMP0006263,2014.MMP0006264,2014.MMP0006265,2014.MMP0006266",Split Incident,Northern Africa,2014-04-14,2014,April,10.0,0.0,10,309.0,,,,Eastern Africa,"Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,Sudanese-Libyan desert,Agence France Presse, 22 23.3112,Northern Africa,"10 migrants die, hundreds rescued in Sudan-Libya desert",1.0,http://reliefweb.int/report/sudan/10-migrants-die-hundreds-rescued-sudan-libya-desert,22,23.3112,Harsh environmental conditions
2014.MMP00063,2014.MMP00063,Incident,Mediterranean,2014-04-16,2014,April,8.0,1.0,9,5.0,2.0,,1.0,Western Asia,Drowning,Eastern Mediterranean,Turkey waters - en route to Greece,, 27 38.669208,Uncategorized,At least 8 dead as migrant boat sinks in Aegean,1.0,http://bit.ly/1qfNEkE,27,38.669208,Drowning
2014.MMP00072,2014.MMP00072,Incident,Mediterranean,2014-04-30,2014,April,,40.0,40,1.0,,,,Eastern Africa,Drowning,Central Mediterranean,Coast of Libya,Relief Web, 14 34.3706,Uncategorized,UNHCR saddened at high seas accidents as Mediterranean claims more victims,1.0,http://bit.ly/1okLiQ5,14,34.3706,Drowning
2014.MMP00076,2014.MMP00076,Incident,Mediterranean,2014-05-02,2014,May,4.0,0.0,4,80.0,,,,Eastern Africa,Drowning,Central Mediterranean,Coast of Libya,Relief Web , 14 33.1045,Uncategorized,UNHCR saddened at high seas accidents as Mediterranean claims more victims,1.0,http://bit.ly/1okLiQ5,14,33.1045,Drowning
2014.MMP00077,2014.MMP00077,Incident,Europe,2014-05-07,2014,May,1.0,,1,,,1.0,1.0,Eastern Africa,Vehicle accident / death linked to hazardous transport,English Channel to the UK,"A16 motorway, near Condette, France","Calais Migrant Solidarity, La Voix du Nord", 1.85869 50.9513,Western Europe,"A 16 years old Eritrean died in Calais, trying to pass to England",4.0,http://bit.ly/1nMFzWd,1.85869,50.9513,Vehicle accident
2014.MMP00078,2014.MMP00078,Incident,Mediterranean,2014-05-05,2014,May,22.0,7.0,29,36.0,,,,Unknown,Drowning,Eastern Mediterranean,Waters near Greece,BBC, 27 37.848433,Uncategorized,Migrants die as two boats capsize off Greek island,1.0,http://bbc.in/1saJIBD,27,37.848433,Drowning
2014.MMP00080,2014.MMP00080,Incident,Mediterranean,2014-05-06,2014,May,44.0,33.0,77,53.0,,,,Sub-Saharan Africa (P),Drowning,Central Mediterranean,Coast of Libya,Relief Web/UNHCR, 16 32.6801,Uncategorized,UNHCR saddened at high seas accidents as Mediterranean claims more victims,4.0,http://bit.ly/1okLiQ5,16,32.6801,Drowning
2014.MMP00081,2014.MMP00081,Incident,Mediterranean,2014-05-07,2014,May,1.0,0.0,1,,,1.0,,Eastern Africa,Mixed or unknown,Central Mediterranean,Mediterranean waters,ANSA Med, 12 35.8196,Uncategorized,"Immigration: over 1,000 migrants rescued, taken to Sicily",1.0,http://bit.ly/1iVme2J,12,35.8196,Mixed or unknown
2014.MMP00084,2014.MMP00084,Incident,Northern Africa,2014-05-09,2014,May,13.0,33.0,46,,,,,Western Africa,Mixed or unknown,Sahara Desert crossing,Desert in southern Algeria,Reuters and Middle East eye, 2 23.5301672,Northern Africa,"In Algerian desert, death ends migrants' hopes of a better life",3.0,http://bit.ly/1ujLNLW,2,23.5301672,Mixed or unknown
2014.MMP00086,2014.MMP00086,Incident,Mediterranean,2014-05-12,2014,May,17.0,200.0,217,226.0,12.0,2.0,3.0,Sub-Saharan Africa (P),Drowning,Central Mediterranean,International waters between Libya and Italy,ANSA Med and Relief Web. Also see NYT http://www.nytimes.com/2014/05/13/world/europe/at-least-14-die-as-migrant-boat-headed-for-italy-sinks-off-libyan-coast.html?_r=0, 16 34.7086,Uncategorized,Death toll in migrant-boat disaster climbs to 17,3.0,http://bit.ly/1mh7JHc,16,34.7086,Drowning
2014.MMP00090,2014.MMP00090,Incident,Mediterranean,2014-05-23,2014,May,1.0,0.0,1,,,1.0,1.0,Southern Asia,Accidental death,Eastern Mediterranean,Greece,Afghan immigrant dies in back of truck, 20 39.5061,Uncategorized,Dies in packed truck,1.0,http://bit.ly/TzKj34,20,39.5061,Accidental death
2014.MMP00091,2014.MMP00091,Incident,Europe,2014-05-23,2014,May,1.0,,1,,,1.0,1.0,Northern Africa,Vehicle accident / death linked to hazardous transport,English Channel to the UK,"Calais, France","Calais Migrant Solidarity, La Voix du Nord", 1.85869 50.9513,Western Europe,Another death is another death too many!,4.0,http://bit.ly/1DpK8rz,1.85869,50.9513,Vehicle accident
2014.MMP00099,2014.MMP00099,Incident,Mediterranean,2014-06-05,2014,June,3.0,0.0,3,,,,,Unknown,Mixed or unknown,Central Mediterranean,Italian waters,Reuters, 13 35.358,Uncategorized,"Italy rescues 5,200 boat migrants from Mediterranean sea, three dead",1.0,http://reut.rs/2bBvz2p,13,35.358,Mixed or unknown
2014.MMP00101,2014.MMP00101,Incident,Mediterranean,2014-06-08,2014,June,4.0,,4,,,,,Middle Africa,Drowning,Central Mediterranean,Italian waters,The Guardian, 12 35.4125,Uncategorized,Migrants die in latest attempt at sea crossing to Italy,1.0,http://bit.ly/1qNxMp5,12,35.4125,Drowning
2014.MMP00102,2014.MMP00102,Incident,Mediterranean,2014-06-09,2014,June,3.0,2.0,5,0.0,,,,Unknown,Drowning,Central Mediterranean,Italian waters,The Guardian, 14 36.4935,Uncategorized,Three migrants drown as boat capsizes during rescue – video,1.0,http://bit.ly/1kal8el,14,36.4935,Drowning
2014.MMP00114,2014.MMP00114,Incident,Mediterranean,2014-06-14,2014,June,10.0,0.0,10,39.0,,,,Unknown,Drowning,Central Mediterranean,Between Libya and Sicily,Reuters, 15 34.2775,Uncategorized,Ten migrants drown after boat sinks off Libya,1.0,http://reut.rs/1qNxMVT,15,34.2775,Drowning
2014.MMP00116,2014.MMP00116,Incident,Mediterranean,2014-06-15,2014,June,1.0,0.0,1,356.0,,,,Western Asia,Mixed or unknown,Central Mediterranean,Central Med Route - Sicily,BBC , 12 35.9061,Uncategorized,Italy warns Mediterranean migrant rescues may end,1.0,http://bbc.in/V7Onc6,12,35.9061,Mixed or unknown
2014.MMP00121,2014.MMP00121,Incident,Mediterranean,2014-06-18,2014,June,4.0,0.0,4,0.0,,,,Unknown,Violence,Western Mediterranean,Morocco/Spain border near Melilla,L'Espresso , -3 35.2783,Uncategorized,Migrants clubbed to death at the border Boycott Morocco and Spain,1.0,http://bit.ly/U4b8wu,-3,35.2783,Violence
2014.MMP00127,2014.MMP00127,Incident,Mediterranean,2014-06-27,2014,June,0.0,240.0,240,0.0,,,,Eastern Africa,Drowning,Central Mediterranean,"TBC - boat went missing, not recovered",IOM Rome Office - Flavio Di Giacomo , 17 34.6033,Uncategorized,none ,4.0,,17,34.6033,Drowning
2014.MMP00129,"2014.MMP00129131,2014.MMP00129132,2014.MMP00129133",Split Incident,Mediterranean,2014-06-29,2014,June,2.0,4.0,6,,,4.0,,Western Asia,Drowning,Central Mediterranean,Unspecified location between North Africa and Italy. Survivors taken to Porto Empedocle in Sicily.,Yahoo! News , 13 36.1838,Uncategorized,80 more migrants drown in latest Italy boat tragedy,1.0,https://au.news.yahoo.com/world/a/24373313/80-more-migrants-drown-in-latest-italy-boat-tragedy/,13,36.1838,Drowning
2014.MMP00130,2014.MMP00130,Incident,Mediterranean,2014-06-29,2014,June,45.0,,45,566.0,,45.0,,Unknown,Vehicle accident / death linked to hazardous transport,Central Mediterranean,Unspecified location between North Africa and Italy. Survivors taken to Pozzallo,Oman Daily Observer , 14.688719 36.222841,Uncategorized,45 bodies found from migrant boat; more feared killed,1.0,http://bit.ly/1s1NEnD,14.688719,36.222841,Vehicle accident
2014.MMP00131,2014.MMP00131,Incident,Mediterranean,2014-07-01,2014,July,0.0,75.0,75,27.0,,,,Unknown,Drowning,Central Mediterranean,"Recued off Sicily; taken to Catania, Sicily",Yahoo! News , 15.8313 36.4317,Uncategorized,"75 migrants lost at sea off Italy, shipwreck survivors say",1.0,http://yhoo.it/VJXUqq,15.8313,36.4317,Drowning
2014.MMP00135,2014.MMP00135,Incident,Mediterranean,2014-07-05,2014,July,13.0,,13,,,,,Unknown,Mixed or unknown,Central Mediterranean,Boat drifting in Libyan waters,IANS, 15 33.0335,Uncategorized,12 dead illegal immigrants found off Libya coast,1.0,http://bit.ly/1owlyg0,15,33.0335,Mixed or unknown
2014.MMP00137,"2014.MMP00137141,2014.MMP00137142,2014.MMP00137143",Split Incident,Mediterranean,2014-07-06,2014,July,12.0,188.0,200,0.0,1.0,,2.0,Western Asia,Drowning,Central Mediterranean,Off the coast of Tripoli (capsized boat),Reuters , 13 32.9615,Uncategorized,Latest boat tragedy off Libya adds to rising death toll in Mediterranean,1.0,http://bit.ly/1tj27A3,13,32.9615,Drowning
2014.MMP00141,2014.MMP00141,Incident,Mediterranean,2014-07-11,2014,July,4.0,21.0,25,13.0,1.0,2.0,1.0,Unknown,Drowning,Eastern Mediterranean,Aegean Sea,Greek Reporter , 26.921962 37.862031,Uncategorized,Shocking Rescue of Immigrants at Aegean Sea ,1.0,http://bit.ly/2akKh88,26.921962,37.862031,Drowning
2014.MMP00143,2014.MMP00143,Incident,Mediterranean,2014-07-12,2014,July,12.0,,12,,,,,Unknown,Drowning,Central Mediterranean,"Bodies found on coast near Tripoli, Libya",IANS, 13.2042 32.9511,Uncategorized,12 dead illegal immigrants found off Libya coast,1.0,http://bit.ly/1owlyg0,13.2042,32.9511,Drowning
2014.MMP00146,2014.MMP00146,Incident,Mediterranean,2014-07-14,2014,July,1.0,109.0,110,12.0,1.0,,,Unknown,Drowning,Central Mediterranean,40 miles off the coast of Libya,UNHCR, 15 33.6564,Uncategorized,UNHCR: Urgent European action needed to stop rising refugee and migrant deaths at sea,4.0,http://bit.ly/1sWPpWs,15,33.6564,Drowning
2014.MMP00148,2014.MMP00148,Incident,Mediterranean,2014-07-17,2014,July,3.0,0.0,3,90.0,,,,Unknown,Drowning,Central Mediterranean,"Just off the coast of Garabulli, Libya",Al-Arab Online , 14 32.8343,Uncategorized,At least three dead as migrant boat sinks off Libya,1.0,http://bit.ly/1zPFO5S,14,32.8343,Drowning
2014.MMP00149,2014.MMP00149,Incident,Mediterranean,2014-07-17,2014,July,0.0,41.0,41,61.0,,,,Sub-Saharan Africa (P),Drowning,Central Mediterranean,"30 miles off the coast of Tripoli, Libya",The Daily Star, 13 33.2423,Uncategorized,Italian rescuers say 19 dead from migrant boat: report,1.0,http://bit.ly/1sqWRpz,13,33.2423,Drowning
2014.MMP00152,2014.MMP00152,Incident,Mediterranean,2014-07-19,2014,July,2.0,53.0,55,1.0,,,,Mixed,Drowning,Central Mediterranean,"off the coast of Kafr el-Sheikh governorate, Egypt",Zee News , 31 31.5818,Uncategorized,Two illegal migrants drown in Mediterranean sea,1.0,http://bit.ly/1rDmowj,31,31.5818,Drowning
2014.MMP00153,2014.MMP00153,Incident,Mediterranean,2014-07-19,2014,July,3.0,0.0,3,104.0,,,,Unknown,Drowning,Central Mediterranean,"Off the Libyan coast, northeast of Tripoli",World Bulletin , 14 33.4442,Uncategorized,"3 migrants drown off Libya's coast, 104 rescued",1.0,http://bit.ly/1mJh3OD,14,33.4442,Drowning
2014.MMP00154,"2014.MMP00154160,2014.MMP00154161",Split Incident,Mediterranean,2014-07-19,2014,July,29.0,151.0,180,569.0,,,1.0,Sub-Saharan Africa (P),"Drowning,Mixed or unknown",Central Mediterranean,Between Libya and Malta,"IOM Libya, Voice of America", 14.2163 34.5821,Uncategorized,Reports of Mass Murder on Mediterranean Smuggler’s Boat,4.0,http://www.voanews.com/content/scores-of-migrants-murdered-on-smuggler-boat/1965217.html,14.2163,34.5821,Drowning
2014.MMP00156,2014.MMP00156,Incident,Mediterranean,2014-07-21,2014,July,5.0,14.0,19,61.0,,,,Unknown,Drowning,Central Mediterranean,South of Sicily,Malta Today , 14 36.3557,Uncategorized,"Five dead in new migrant disaster, Italians save over 800",1.0,http://bit.ly/1kPk5Bh,14,36.3557,Drowning
2014.MMP00157,2014.MMP00157,Incident,Europe,2014-07-24,2014,July,1.0,,1,,,1.0,,Eastern Africa,Vehicle accident / death linked to hazardous transport,English Channel to the UK,"Abandoned airfield outside Downham Market, England, UK",The independent, 0 50.9584,Northern Europe,Death of an asylum seeker: The tragic story of the Eritrean teenager killed just as he made it into Britain,1.0,http://ind.pn/1ArBv2L,0,50.9584,Vehicle accident
2014.MMP00162,2014.MMP00162,Incident,Mediterranean,2014-07-28,2014,July,20.0,108.0,128,22.0,,,,Sub-Saharan Africa (P),Drowning,Central Mediterranean,"60 miles off the coast of Al Khums, Libya",ANSAMed, 14 34.4666,Uncategorized,"Shipwreck off Libya, 20 dead and dozens missing",1.0,http://www.ansamed.info/ansamed/en/news/sections/generalnews/2014/07/30/shipwreck-off-libya-20-dead-and-dozens-missing_eff2b88f-dd09-429a-8657-616223095d74.html,14,34.4666,Drowning
2014.MMP00166,2014.MMP00166,Incident,Northern Africa,2014-07-31,2014,July,1.0,,1,,,,,Unknown,Violence,Sahara Desert crossing,"Unspecified location, Libya",MHub, 11.855727 26.163979,Northern Africa,MHub Survey Data Italy 1.17,2.0,,11.855727,26.163979,Violence
2014.MMP00170,2014.MMP00170,Incident,Mediterranean,2014-08-03,2014,August,2.0,170.0,172,200.0,1.0,,1.0,Western Asia,Drowning,Central Mediterranean,50 miles off Libyan coast,IOM Rome Office , 15.490763 33.499179,Uncategorized,none ,4.0,,15.490763,33.499179,Drowning
2014.MMP00175,2014.MMP00175,Incident,Europe,2014-08-16,2014,August,1.0,,1,34.0,,1.0,,Southern Asia,Violence,English Channel to the UK,"Dead body found shipping container in Tilbury docks, Essex, UK",News Letter  - The Pride of Northern Ireland, 0.345211 51.4616,Northern Europe,Court told of refugee found dead at docks during retrial of NI men,1.0,http://bit.ly/1sbXSrf,0.345211,51.4616,Violence
2014.MMP00178,2014.MMP00178,Incident,Mediterranean,2014-08-24,2014,August,170.0,81.0,251,19.0,,,1.0,Sub-Saharan Africa (P),Drowning,Central Mediterranean,"Off shores of al-Qarbouli, 50km east of Tripoli","Aljazeera, Telegraph, IOM, UNHCR", 13.7659 32.9212,Uncategorized,Scores feared dead after boat sinks off Libya,4.0,http://bit.ly/1vYmAHV,13.7659,32.9212,Drowning
2014.MMP00179,2014.MMP00179,Incident,Mediterranean,2014-08-23,2014,August,18.0,8.0,26,73.0,,26.0,,Unknown,Drowning,Central Mediterranean,Central Med off the coast of Italy,IOM Rome and Yahoo! News , 15.8752 35.2823,Uncategorized,"18 migrants die in new boat accident, Italy calls for EU action",4.0,http://yhoo.it/1rsNKbN,15.8752,35.2823,Drowning
2014.MMP00181,2014.MMP00181,Incident,Mediterranean,2014-08-24,2014,August,24.0,,24,364.0,,,,Unknown,Drowning,Central Mediterranean,Unspecified location between North Africa and Italy.,IOM Rome and UNCHR, 14.0625 34.5671,Uncategorized,High seas tragedies leave more than 300 dead on the Mediterranean in past week,4.0,http://www.unhcr.org/53fc58969.html,14.0625,34.5671,Drowning
2014.MMP00182,2014.MMP00182,Incident,Mediterranean,2014-08-22,2014,August,1.0,,1,,,,,Unknown,Mixed or unknown,Central Mediterranean,Unspecified location between North Africa and Italy. Body brought to Calabria.,IOM Rome, 16.9189 34.3134,Uncategorized,,4.0,,16.9189,34.3134,Mixed or unknown
2014.MMP00189,2014.MMP00189,Incident,Mediterranean,2014-08-29,2014,August,42.0,,42,,8.0,,5.0,Western Asia,Drowning,Central Mediterranean,Tunisian sea near maritime border with Libya,AFP, 12 33.5111,Uncategorized,Tunisia renews search for shipwreck victims as 42nd body found,1.0,http://bit.ly/1ox76Vp,12,33.5111,Drowning
2014.MMP00190,2014.MMP00190,Incident,Mediterranean,2014-08-31,2014,August,,100.0,100,,,,,Unknown,Drowning,Central Mediterranean,"Off the shore of al-Qarbouli, Libya",Press Association , 14 32.8879,Uncategorized,Migrant boat capsizes off Libya,1.0,http://bit.ly/1CfRXCk,14,32.8879,Drowning
2014.MMP00191,2014.MMP00191,Incident,Northern Africa,2014-08-31,2014,August,1.0,,1,,,,,Unknown,Violence,Sahara Desert crossing,"Unspecified location, Libya",MHub, 15 27.922369,Northern Africa,MHub Survey Data Italy 1.17,2.0,,15,27.922369,Violence
2014.MMP00192,2014.MMP00192,Incident,Northern Africa,2014-08-31,2014,August,1.0,,1,,,,,Unknown,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,"Sahara Desert, between Agadez, Niger and Tripoli, Libya",MHub, 11 22.659193,Northern Africa,MHub Survey Data Italy 1.17,2.0,,11,22.659193,Vehicle accident
2014.MMP00193,2014.MMP00193,Incident,Northern Africa,2014-08-31,2014,August,1.0,,1,,,,,Unknown,"Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,"Sahara Desert, between Khartoum, Sudan and Bani Walid, Libya",MHub, 27 19.5197871,Northern Africa,MHub Survey Data Italy 2017,2.0,,27,19.5197871,Harsh environmental conditions
2014.MMP00204,2014.MMP00204,Incident,Mediterranean,2014-09-12,2014,September,3.0,497.0,500,10.0,,,,Mixed,Drowning,Central Mediterranean,Unspecified location between Libya and Italy,IOM Italy, 14.4141 33.9069,Uncategorized,"700 Migrants Feared Dead Following Two Shipwrecks Off Libya, IOM Says",4.0,http://bit.ly/YLO09p,14.4141,33.9069,Drowning
2014.MMP00205,2014.MMP00205,Incident,Mediterranean,2014-09-12,2014,September,2.0,16.0,18,12.0,,,1.0,Unknown,Drowning,Central Mediterranean,300 Miles SE of Malta,Il Fatto Cronaca, 16.106 34.9853,Uncategorized,"Shipwreck off the coast of Malta, dead and missing. Two dead and 12 people saved",3.0,https://archive.vn/wip/r2LBL,16.106,34.9853,Drowning
2014.MMP00207,"2014.MMP00207212,2014.MMP00207213",Split Incident,Mediterranean,2014-09-14,2014,September,15.0,73.0,88,72.0,,,,Western Asia,Drowning,Central Mediterranean,"Off coast of Alexandria, Egypt",Palestinian News Network, 29.6864 31.5253,Uncategorized,15 Palestinians drown emigrating from Gaza as migrant ship sinks off Alexandria,4.0,http://bit.ly/1wwpzuk,29.6864,31.5253,Drowning
2014.MMP00208,2014.MMP00208,Incident,Mediterranean,2014-09-14,2014,September,70.0,94.0,164,36.0,,,1.0,Unknown,Drowning,Central Mediterranean,"Off coast of Libya, near Tajoura","IOM, Italian Coast Guard, Al Wasat", 13.8702 33.5048,Uncategorized,"700 Migrants Feared Dead Following Two Shipwrecks Off Libya, IOM Says ; 200 migrants feared drowned after boat sinks off Libya coast",4.0,http://bit.ly/X7sOsLp,13.8702,33.5048,Drowning
2014.MMP00209,2014.MMP00209,Incident,Mediterranean,2014-09-21,2014,September,10.0,33.0,43,55.0,,,,Unknown,Drowning,Central Mediterranean,Off coast of Libya,UNHCR News Today, 16.9684 33.6053,Uncategorized,"At least 10 dead, 35 missing in shipwreck off Libya",4.0,http://bit.ly/1qZeYpE,16.9684,33.6053,Drowning
2014.MMP00216,2014.MMP00216,Incident,Mediterranean,2014-10-01,2014,October,2.0,6.0,8,,,1.0,,Sub-Saharan Africa (P),Drowning,Western Mediterranean,Strait between Morocco and Spain,AFP, -5.39635 35.9858,Uncategorized,Coastguard find two dead migrants off Spain,1.0,http://bit.ly/1vClhQj,-5.39635,35.9858,Drowning
2014.MMP00219,2014.MMP00219,Incident,Mediterranean,2014-10-02,2014,October,10.0,85.0,95,85.0,,,,Sub-Saharan Africa (P),Drowning,Central Mediterranean,Off cost of Libya (3 nautical miles off Guarabouli),Hyrriet Daily News, 14.6338 33.5963,Uncategorized,"Ten migrants dead, dozens missing in shipwreck off Libya",1.0,https://archive.vn/wip/V7HE9,14.6338,33.5963,Drowning
2014.MMP00221,2014.MMP00221,Incident,Mediterranean,2014-10-10,2014,October,3.0,,3,646.0,,,,Unknown,"Harsh environmental conditions / lack of adequate shelter, food, water",Central Mediterranean,Unspecified location in the Central Mediterranean,spyghana, 15.4907 35.898,Uncategorized,French sailor saves migrants adrift on Mediterranean,1.0,https://www.newsghana.com.gh/french-sailor-saves-migrants-adrift-mediterranean/,15.4907,35.898,Harsh environmental conditions
2014.MMP00222,2014.MMP00222,Incident,Europe,2014-07-10,2014,July,1.0,,1,,,1.0,,Western Asia,Drowning,English Channel to the UK,"Body recovered near Lisa, Norway on 02.01.2015",Dagbladet, 1.810620814 50.9815873,Uncategorized,The Wetsuitman,3.0,https://bit.ly/2LI6ELU,1.810620814,50.9815873,Drowning
2014.MMP00223,2014.MMP00223,Incident,Europe,2014-07-10,2014,July,1.0,,1,,,1.0,,Western Asia,Drowning,English Channel to the UK,"Body recovered on Texel, Netherlands on 27.10.2014",Dagbladet, 1.826413661 51.00534374,Uncategorized,The Wetsuitman,3.0,https://bit.ly/2LI6ELU,1.826413661,51.00534374,Drowning
2014.MMP00234,2014.MMP00234,Incident,Europe,2014-10-20,2014,October,1.0,,1,,1.0,0.0,1.0,Eastern Africa,Vehicle accident / death linked to hazardous transport,English Channel to the UK,"A16 Motorway, Port of Calais, France",KentOnline, 1.85869 50.951314,Western Europe,Migrant teen dies at Port of Calais as she tried to board a lorry destined for Port of Dover,3.0,http://bit.ly/1tj1pkQ,1.85869,50.951314,Vehicle accident
2014.MMP00235,2014.MMP00235,Incident,Europe,2014-10-24,2014,October,1.0,,1,,,1.0,,Northern Africa,Vehicle accident / death linked to hazardous transport,English Channel to the UK,"Calais, France","Institute for Race Relactions, Calais Migrant Solidarity", 1.85869 50.9513,Western Europe,Deadly crossings and the militarization of Britain's borders,4.0,https://archive.vn/pTnr0,1.85869,50.9513,Vehicle accident
2014.MMP00237,2014.MMP00237,Incident,Mediterranean,2014-10-29,2014,October,,20.0,20,93.0,,,,Unknown,Drowning,Central Mediterranean,off the coast of Libya,Mail Online and IOM Rome,,Uncategorized,"Twenty African migrants drown in Mediterranean boat sinking, just days after Britain said it would stop supporting rescue of asylum seekers",4.0,http://dailym.ai/1EczOFt,,,Drowning
2014.MMP00240,2014.MMP00240,Incident,Mediterranean,2014-11-08,2014,November,,4.0,4,5.0,,,1.0,Southern Asia,Drowning,Eastern Mediterranean,"Aegean Sea, Westen Turkey, off coast of Ayvalik",Daily Mail, 26.532 39.279,Uncategorized,Four migrants killed after boat capsizes off Turkish coast,1.0,http://bit.ly/1wjEt2r,26.532,39.279,Drowning
2014.MMP00242,2014.MMP00242,Incident,Europe,2014-11-19,2014,November,2.0,,2,,,,,Unknown,Vehicle accident / death linked to hazardous transport,English Channel to the UK,"Dunkirk, Loon-Plague port, France",Daily Mail, 2.2574 50.9966,Western Europe,Two migrants burn to death while hiding inside lorry bound for Britain after it bursts into flames in France,3.0,http://dailym.ai/1r4Egyr,2.2574,50.9966,Vehicle accident
