main_id,incident_id,incident_type,region_of_incident,incident_date,incident_year,reported_month,number_of_dead,minimum_estimated_number_of_missing,total_number_of_dead_and_missing,number_of_survivors,number_of_females,number_of_males,number_of_children,region_of_origin,cause_of_death,migration_route,location_of_death,information_source,coordinates,unsd_geographical_grouping,article_title,source_quality,url,lon,lat,death_cause_clean
2014.MMP00013,2014.MMP00013,Incident,North America,2014-01-29,2014,January,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.654933 32.481483,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2016,5.0,,-111.654933,32.481483,Mixed or unknown
2014.MMP00014,2014.MMP00014,Incident,North America,2014-01-29,2014,January,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.654933 32.481683,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2017,5.0,,-111.654933,32.481683,Mixed or unknown
2014.MMP00019,2014.MMP00019,Incident,North America,2014-02-11,2014,February,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.854867 31.8054,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2017,5.0,,-111.854867,31.8054,Mixed or unknown
2014.MMP00020,2014.MMP00020,Incident,North America,2014-02-16,2014,February,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.385833 31.992833,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2017,5.0,,-111.385833,31.992833,Mixed or unknown
2014.MMP00021,2014.MMP00021,Incident,North America,2014-02-16,2014,February,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -112.20211 32.17305,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2017,5.0,,-112.20211,32.17305,Mixed or unknown
2014.MMP00023,2014.MMP00023,Incident,North America,2014-02-17,2014,February,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -112.1726 32.00768,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2017,5.0,,-112.1726,32.00768,Mixed or unknown
2014.MMP00024,2014.MMP00024,Incident,North America,2014-02-18,2014,February,1.0,,1,2.0,,1.0,,Central America,Violence,US-Mexico border crossing,"California-Mexico border near San Diego, California, USA",CNN, -117 32.5543,Northern America,"Border Patrol agent shoots, kills migrant who threw rocks",1.0,http://cnn.it/1jGgOUo,-117,32.5543,Violence
2014.MMP00026,2014.MMP00026,Incident,North America,2014-02-20,2014,February,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.96383 31.82214,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2017,5.0,,-111.96383,31.82214,Mixed or unknown
2014.MMP00027,2014.MMP00027,Incident,North America,2014-02-21,2014,February,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -112.58407 32.08795,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2017,5.0,,-112.58407,32.08795,Mixed or unknown
2014.MMP00028,2014.MMP00028,Incident,North America,2014-02-25,2014,February,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -112.44956 32.0885,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-112.44956,32.0885,Mixed or unknown
2014.MMP00032,2014.MMP00032,Incident,North America,2014-03-04,2014,March,1.0,,1,,1.0,,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -110.51916 31.759,Northern America,,5.0,http://humaneborders.info/,-110.51916,31.759,Harsh environmental conditions
2014.MMP00036,2014.MMP00036,Incident,Central America,2014-03-11,2014,March,1.0,,1,,1.0,,1.0,South America,Violence,US-Mexico border crossing,"Río Bravo, Ciudad Juarez, Chihuahua, Mexico",New York Times , -106.425 31.6904,Central America,A 12-Year-Old’s Trek of Despair Ends in a Noose at the Border,1.0,http://nyti.ms/1k00Xlq,-106.425,31.6904,Violence
2014.MMP00039,2014.MMP00039,Incident,North America,2014-03-13,2014,March,1.0,,1,,,,,Central America,Mixed or unknown,US-Mexico border crossing,"King Ranch, Brooks County, Texas, USA","Operation Identification, University of Texas", -97.74819915 26.81120278,Northern America,,5.0,,-97.74819915,26.81120278,Mixed or unknown
2014.MMP00042,2014.MMP00042,Incident,North America,2014-03-15,2014,March,1.0,,1,,,,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -112.114583 31.789033,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-112.114583,31.789033,Harsh environmental conditions
2014.MMP00043,2014.MMP00043,Incident,North America,2014-03-15,2014,March,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -112.326 32.1386,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-112.326,32.1386,Mixed or unknown
2014.MMP00047,2014.MMP00047,Incident,North America,2014-03-23,2014,March,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.183 31.558,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-111.183,31.558,Mixed or unknown
2014.MMP00048,2014.MMP00048,Incident,North America,2014-03-26,2014,March,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -112.06415 31.94755,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-112.06415,31.94755,Mixed or unknown
2014.MMP00049,2014.MMP00049,Incident,North America,2014-03-26,2014,March,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.62433 31.85666,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-111.62433,31.85666,Mixed or unknown
2014.MMP00051,2014.MMP00051,Incident,North America,2014-03-30,2014,March,1.0,,1,,1.0,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.862733 31.688867,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-111.862733,31.688867,Mixed or unknown
2014.MMP00052,2014.MMP00052,Incident,North America,2014-03-30,2014,March,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.7528 32.3085,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-111.7528,32.3085,Mixed or unknown
2014.MMP00053,2014.MMP00053,Incident,North America,2014-03-30,2014,March,1.0,,1,,,1.0,,Central America,Accidental death,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Nogales International and Pima County Office of the Medical Examiner (PCOME), -110.93813 31.33271,Northern America,Migrant dies after falling from border fence and Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,http://bit.ly/1grVlvz,-110.93813,31.33271,Accidental death
2014.MMP00054,2014.MMP00054,Incident,North America,2014-04-02,2014,April,1.0,,1,,,1.0,,Central America,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -110.989383 31.354017,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-110.989383,31.354017,Mixed or unknown
2014.MMP00057,2014.MMP00057,Incident,North America,2014-04-10,2014,April,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -112.42503 32.03171,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-112.42503,32.03171,Mixed or unknown
2014.MMP00058,2014.MMP00058,Incident,North America,2014-04-10,2014,April,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.9419 31.836217,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-111.9419,31.836217,Mixed or unknown
2014.MMP00059,2014.MMP00059,Incident,North America,2014-04-14,2014,April,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.330983 32.12865,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-111.330983,32.12865,Mixed or unknown
2014.MMP00060,2014.MMP00060,Incident,North America,2014-04-14,2014,April,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -112.5039 32.178733,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-112.5039,32.178733,Mixed or unknown
2014.MMP00061,2014.MMP00061,Incident,North America,2014-04-14,2014,April,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -112.246033 32.09045,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-112.246033,32.09045,Mixed or unknown
2014.MMP00066,2014.MMP00066,Incident,North America,2014-04-18,2014,April,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -113.0037 32.1886,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-113.0037,32.1886,Mixed or unknown
2014.MMP00068,2014.MMP00068,Incident,North America,2014-04-23,2014,April,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -112.9961 32.1833,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-112.9961,32.1833,Mixed or unknown
2014.MMP00070,2014.MMP00070,Incident,North America,2014-04-27,2014,April,1.0,,1,,,1.0,,Central America,Violence,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -110.862595 31.99887,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-110.862595,31.99887,Violence
2014.MMP00071,2014.MMP00071,Incident,North America,2014-04-27,2014,April,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -110.793333 31.467633,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-110.793333,31.467633,Harsh environmental conditions
2014.MMP00073,2014.MMP00073,Incident,North America,2014-04-30,2014,April,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.43782 31.59867,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-111.43782,31.59867,Mixed or unknown
2014.MMP00075,2014.MMP00075,Incident,North America,2014-05-01,2014,May,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.79283 31.58023,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-111.79283,31.58023,Mixed or unknown
2014.MMP00079,2014.MMP00079,Incident,North America,2014-05-06,2014,May,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -112.868 32.12555,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-112.868,32.12555,Mixed or unknown
2014.MMP00082,2014.MMP00082,Incident,North America,2014-05-08,2014,May,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.97016 31.75233,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-111.97016,31.75233,Mixed or unknown
2014.MMP00085,2014.MMP00085,Incident,North America,2014-05-10,2014,May,1.0,,1,,,1.0,,Latin America / Caribbean (P),Violence,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -110.360473 31.692369,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-110.360473,31.692369,Violence
2014.MMP00087,2014.MMP00087,Incident,North America,2014-05-13,2014,May,1.0,,1,,,1.0,,Central America,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -112.34965 31.95283,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-112.34965,31.95283,Mixed or unknown
2014.MMP00088,2014.MMP00088,Incident,North America,2014-05-21,2014,May,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.68357 31.61445,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-111.68357,31.61445,Mixed or unknown
2014.MMP00089,2014.MMP00089,Incident,North America,2014-05-22,2014,May,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.6213 32.46313,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-111.6213,32.46313,Mixed or unknown
2014.MMP00092,2014.MMP00092,Incident,North America,2014-05-27,2014,May,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -113.1525 32.0667,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-113.1525,32.0667,Mixed or unknown
2014.MMP00093,2014.MMP00093,Incident,North America,2014-05-28,2014,May,1.0,,1,,,1.0,,Central America,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -109.4814 31.34675,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-109.4814,31.34675,Mixed or unknown
2014.MMP00094,2014.MMP00094,Incident,North America,2014-05-30,2014,May,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.636383 32.437783,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-111.636383,32.437783,Mixed or unknown
2014.MMP00095,2014.MMP00095,Incident,North America,2014-05-30,2014,May,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.636383 32.437983,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-111.636383,32.437983,Mixed or unknown
2014.MMP00097,2014.MMP00097,Incident,North America,2014-06-01,2014,June,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.3423 31.62445,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-111.3423,31.62445,Mixed or unknown
2014.MMP00098,2014.MMP00098,Incident,North America,2014-06-03,2014,June,1.0,,1,,,1.0,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -110.96816 31.334397,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-110.96816,31.334397,Harsh environmental conditions
2014.MMP00100,2014.MMP00100,Incident,North America,2014-06-06,2014,June,1.0,,1,,1.0,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.670617 32.564183,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-111.670617,32.564183,Mixed or unknown
2014.MMP00103,2014.MMP00103,Incident,North America,2014-06-09,2014,June,1.0,,1,,,1.0,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -112.0059 31.906667,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-112.0059,31.906667,Harsh environmental conditions
2014.MMP00104,2014.MMP00104,Incident,North America,2014-06-09,2014,June,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -112.959966 32.23316,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-112.959966,32.23316,Mixed or unknown
2014.MMP00105,2014.MMP00105,Incident,North America,2014-06-10,2014,June,1.0,,1,,,1.0,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -112.9 32.05,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-112.9,32.05,Harsh environmental conditions
2014.MMP00106,2014.MMP00106,Incident,North America,2014-06-10,2014,June,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -112.59816 32.48843,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-112.59816,32.48843,Mixed or unknown
2014.MMP00107,2014.MMP00107,Incident,North America,2014-06-12,2014,June,1.0,,1,,1.0,,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.396767 31.778767,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-111.396767,31.778767,Harsh environmental conditions
2014.MMP00108,2014.MMP00108,Incident,North America,2014-06-12,2014,June,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -113.75 32.833333,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-113.75,32.833333,Mixed or unknown
2014.MMP00109,2014.MMP00109,Incident,North America,2014-06-12,2014,June,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.875669 31.914994,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-111.875669,31.914994,Mixed or unknown
2014.MMP00110,2014.MMP00110,Incident,North America,2014-06-12,2014,June,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -111.86507 31.84452,Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5.0,,-111.86507,31.84452,Mixed or unknown
